year,month,day,prcp,tmax,tmin
2013,1,20,0,NA,NA
2013,1,24,0,20.6,0
2013,1,25,0,NA,NA
2013,3,15,0,21.7,-3.3
2013,3,22,0,15.6,-2.2
2013,3,25,36.8,16.1,3.3
2013,3,29,0,21.1,-1.7
2013,3,30,0,NA,NA
2013,11,1,0,28.9,15
2014,4,2,0,31.1,4.4
2014,5,16,5.1,26.1,7.2
2014,5,17,0,NA,NA
2014,5,30,0,32.2,15.6
2014,6,16,0,33.3,17.8
2014,7,9,0,36.1,18.3
2014,7,30,0,32.2,15.6
2014,8,30,0,35.6,17.2
2014,12,2,0,23.3,6.7
2014,12,3,0,NA,NA
2015,2,11,0,21.1,NA
2015,2,28,0,12.2,NA
2015,4,23,0,28.3,10
2015,4,24,0,NA,8.3
2015,4,25,0,NA,9.4
2016,1,23,7.6,9.4,-1.1
2016,7,30,0,36.7,22.8
2016,10,12,0,21.7,11.1
2017,3,27,0,26.1,10.6
2017,7,25,17.8,32.2,22.8
2017,7,26,12.7,NA,NA
2017,7,29,0,33.9,22.8
2017,8,26,7.6,32.2,22.2
2017,11,23,0,20,7.8
2018,5,29,10.4,27.8,22.8
2018,9,19,0,33.9,21.7
2018,11,12,0,16.7,5
2018,11,24,5.8,12.8,6.1
2019,6,7,16.8,31.1,20.6
2020,2,4,0,25,4.4
2020,3,24,0,18.3,11.1
2020,3,29,0,31.7,16.1
2020,4,30,19.1,26.7,13.9
2020,5,9,0,23.3,9.4
2020,6,5,2.3,27.8,20
2020,6,7,1.3,NA,NA
2020,6,8,0,NA,NA
2020,6,9,6.6,NA,NA
2020,6,10,0.8,NA,NA
2020,6,11,8.9,NA,NA
2020,6,12,38.1,NA,NA
2020,6,13,0.5,NA,NA
2020,6,14,0,NA,NA
2020,6,20,0.5,31.7,18.3
2020,6,22,0,33.9,21.7
2020,6,23,0,NA,NA
2020,7,7,3.8,30.6,22.8
2020,7,10,0,32.2,22.2
2020,8,5,1.8,33.9,21.1
2020,9,9,1.3,30,21.1
2020,9,10,22.9,NA,23.9
2020,9,11,0,NA,25
2020,9,12,5.3,NA,25.6
2020,9,13,4.3,NA,26.7
2020,9,14,0,NA,NA
2020,9,15,0,NA,NA
2020,9,16,0,NA,NA
2020,9,17,66,NA,NA
2020,9,18,57.9,NA,NA
2020,9,19,0.3,NA,NA
2020,9,20,0,NA,NA
2020,9,21,0,NA,16.1
2020,9,22,0,NA,13.3
2020,9,23,0,NA,13.3
2020,9,25,5.1,30,13.9
2020,9,26,23.4,NA,NA
2020,10,1,0.3,NA,NA
2020,10,2,0,NA,NA
2020,10,3,0,NA,12.2
2020,10,4,0,NA,NA
2020,10,5,0,NA,12.8
2020,10,9,0,31.7,16.7
2020,10,12,0,32.2,22.2
2020,10,15,0,29.4,18.3
2020,10,19,0,25,NA
2020,10,21,0,27.8,16.7
2020,11,2,2.5,22.8,3.9
2020,11,24,0,21.7,2.2
2020,12,27,0,8.9,-6.1
2021,2,4,0,12.8,-3.3
2021,7,8,101.6,30,22.2
2023,9,24,0,28.9,15.6
2024,1,9,4.6,18.3,2.2
2024,5,19,2.5,27.8,16.1
