title,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,ann
prcp,1968,-31,-31,-30,-31,-29,-31,-30,-31,-30,-31,-31,-30,-366
tmax,1968,-5,0,0,0,-2,0,0,0,0,0,0,0,-7
tmin,1968,-27,-5,-16,-22,-26,-17,-3,0,0,0,0,0,-116
prcp,1969,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1969,-1,0,0,0,-3,0,0,0,0,0,0,0,-4
tmin,1969,-22,0,-17,-27,-21,-18,-2,0,0,0,0,0,-107
prcp,1970,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1970,-7,0,-1,-1,-1,0,0,0,0,0,0,0,-10
tmin,1970,-24,-2,-17,-17,-21,-9,-3,0,0,0,0,0,-93
prcp,1971,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1971,-1,0,0,0,-2,0,0,0,0,0,0,0,-3
tmin,1971,-19,0,-13,-8,-18,-17,-8,-1,0,0,0,0,-84
prcp,1972,-31,-31,-30,-31,-29,-31,-30,-31,-30,-31,-31,-30,-366
tmax,1972,0,0,0,-1,0,0,0,0,0,0,0,0,-1
tmin,1972,-9,-2,-9,-11,-16,-12,-5,0,0,0,0,0,-64
prcp,1973,-31,-31,0,-31,-28,-30,-30,-31,0,0,-31,-30,-273
tmax,1973,-3,0,0,-1,-3,0,0,0,0,0,0,0,-7
tmin,1973,-20,0,0,-21,-20,-6,-6,0,0,0,0,0,-73
prcp,1974,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1974,0,0,0,0,0,0,0,0,0,0,0,0,0
tmin,1974,-2,-9,-14,-18,-17,-7,-5,0,0,0,0,0,-72
prcp,1975,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1975,0,0,0,-1,0,0,0,0,0,0,0,0,-1
tmin,1975,-14,-2,-13,-13,-15,-10,-5,0,0,0,0,0,-72
prcp,1976,-31,-31,-30,-31,-29,-31,-30,-31,-30,-31,-31,-30,-366
tmax,1976,-2,0,0,0,0,0,0,0,0,0,0,0,-2
tmin,1976,-25,-6,-21,-16,-14,-6,-1,0,0,0,0,0,-89
prcp,1977,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1977,-4,0,0,0,0,0,0,0,0,0,0,0,-4
tmin,1977,-28,-5,-9,-21,-24,-10,-1,0,0,0,0,0,-98
prcp,1978,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1978,-4,0,0,0,-2,0,0,0,0,0,0,0,-6
tmin,1978,-27,-2,-2,-14,-25,-15,-3,0,0,0,0,0,-88
prcp,1979,-26,-31,-30,-31,-26,-31,-30,-31,-30,-31,-31,-30,-358
tmax,1979,-1,0,0,0,-1,0,0,0,0,0,0,0,-2
tmin,1979,-28,-4,-14,-23,-22,-14,-1,0,0,0,0,0,-106
prcp,1980,-31,-31,-30,-31,-29,-31,-30,-31,-30,-31,0,-30,-335
tmax,1980,0,0,0,-2,-2,-1,0,0,0,0,0,0,-5
tmin,1980,-20,-2,-11,-26,-22,-10,-1,0,0,0,0,0,-92
prcp,1981,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1981,-1,0,0,-2,0,0,0,0,0,0,0,0,-3
tmin,1981,-28,-3,-12,-21,-16,-16,-2,0,0,0,0,0,-98
prcp,1982,-31,-30,-30,-29,-26,-29,-22,-29,-27,-31,-30,-30,-344
tmax,1982,-3,0,0,0,0,0,0,0,0,0,0,0,-3
tmin,1982,-20,-5,-6,-10,-12,-9,-2,0,0,0,0,0,-64
prcp,1983,-29,-31,-29,-31,-26,-31,-30,-31,-30,-31,-31,-30,-360
tmax,1983,-2,0,0,-4,0,-1,0,0,0,0,0,0,-7
tmin,1983,-27,-1,-15,-19,-20,-9,-7,0,0,0,0,0,-98
prcp,1984,-31,-31,-30,-31,-29,-31,-30,-31,-30,-31,-31,-30,-366
tmax,1984,-3,0,0,0,0,0,0,0,0,0,0,0,-3
tmin,1984,-23,0,-16,-10,-16,-14,-3,0,0,0,0,0,-82
prcp,1985,-31,-31,-30,-31,-28,-31,-30,-31,-30,-31,-31,-30,-365
tmax,1985,-3,0,0,-2,-1,0,0,0,0,0,0,0,-6
tmin,1985,-24,0,-2,-22,-16,-6,-4,0,0,0,0,0,-74
