year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1977,35.3,48.77,71.88,17.02,89.41,51.81,37.08,89.92,44.96,76.2,23.11,49.27,89.92
1978,73.4,12.45,39.11,53.84,69.34,29.21,155.95,43.69,27.43,1.02,49.78,54.35,155.95
1979,41.15,86.86,24.14,84.33,53.85,70.36,90.94,62.74,157.74,22.61,83.56,17.27,157.74
1980,41.15,48.26,88.39,66.29,42.16,61.98,16,46.74,131.83,84.09,21.08,26.67,131.83
1981,9.39,43.18,36.32,35.56,21.85,91.43,60.96,92.2,13.97,29.46,8.89,89.16,92.2
1982,96.52,39.36,19.56,51.56,49.28,46.99,52.32,28.96,37.33,42.68,28.44,45.21,96.52
1983,67.56,71.89,51.81,50.81,13.97,63.75,58.42,30.99,46.99,26.93,46.23,34.8,71.89
1984,39.88,62.48,73.16,52.07,130.81,58.67,65.29,101.34,10.92,34.55,33.53,25.4,130.81
1985,59.43,102.36,17.78,11.18,32.51,70.87,90.42,95.75,54.36,47.75,92.45,54.61,102.36
1986,15.75,45.21,47.75,24.64,33.02,20.83,28.19,76.96,21.58,98.3,46.23,38.09,98.3
1987,112.27,52.07,73.91,31.75,26.92,99.82,39.37,23.12,58.68,18.29,26.16,14.21,112.27
1988,32.26,28.45,31.25,43.18,18.54,75.7,51.57,60.71,82.3,17.53,19.31,10.42,82.3
1989,49.02,52.08,56.39,92.71,37.59,125.73,77.21,48.77,64.26,83.06,24.39,95.76,125.73
1990,40.64,39.62,20.83,13.71,43.69,112.77,71.63,61.97,21.59,244.35,36.07,15.74,244.35
1991,67.31,67.31,79.5,65.02,65.53,29.46,66.29,119.89,27.94,25.14,39.62,64.26,119.89
1992,60.45,56.13,30.23,64.26,19.05,96.01,58.42,77.46,40.64,73.91,88.39,28.45,96.01
1993,111.76,45.98,73.91,29.72,11.18,42.93,42.42,37.85,99.82,74.17,61.98,34.29,111.76
1994,28.7,34.8,65.53,16,21.33,101.6,91.19,65.02,31.5,128.78,40.14,71.88,128.78
1995,83.06,110.24,33.27,8.13,31.75,129.53,104.65,116.58,69.85,36.32,47.75,52.58,129.53
1996,34.8,23.62,50.04,37.59,64.25,24.89,66.55,64,18.04,80.26,36.83,26.92,80.26
1997,42.42,79.51,37.59,45.46,45.46,95.76,91.19,56.39,111.25,91.44,45.47,95.76,111.25
1998,93.98,84.07,106.94,78.23,61.98,42.67,90.43,19.81,154.43,43.94,14.48,34.79,154.43
1999,65.03,46.99,22.86,72.64,82.04,96.26,75.94,26.67,40.14,40.14,20.07,25.14,96.26
2000,73.41,23.62,103.39,18.03,17.78,87.88,NA,38.1,NA,0.76,NA,NA,NA
2001,NA,NA,NA,23.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NA,55.88,NA,NA,NA,NA,NA,61.98,57.15,23.37,35.05,51.31,NA
2003,16.51,32.51,78.73,113.79,108.2,175.76,NA,44.2,72.64,55.38,54.36,28.45,NA
2004,80.26,67.57,43.94,16,22.35,87.13,73.66,58.93,67.56,67.31,100.08,36.06,100.08
2005,23.88,49.03,84.83,22.6,49.79,125.73,59.43,92.45,8.13,66.8,61.72,59.94,125.73
2006,57.15,45.21,47.5,22.35,9.4,95,67.82,84.33,44.45,28.7,24.64,74.42,95
2007,38.35,39.62,37.33,90.17,13.21,94.23,74.68,44.45,21.09,21.08,9.15,88.39,94.23
2008,74.42,52.83,33.78,31.24,63.5,35.56,60.97,102.36,19.55,75.95,91.7,91.7,102.36
2009,14.23,35.06,52.32,70.36,114.81,24.13,72.38,17.78,53.09,34.04,102.62,60.96,114.81
2010,55.62,31.75,46.73,21.34,38.6,90.16,90.42,125.47,90.68,38.1,8.13,13.46,125.47
2011,19.05,97.03,84.84,38.87,41.4,37.08,80.01,97.29,108.45,79.75,26.92,22.61,108.45
2012,29.98,36.83,50.8,37.08,96.26,98.55,74.42,91.69,82.8,7.11,37.85,45.47,98.55
2013,19.05,100.58,51.82,48.52,57.66,125.73,96.26,87.88,13.72,2.29,24.38,34.55,125.73
2014,44.45,66.55,36.82,70.11,41.41,44.7,90.68,42.93,70.87,24.13,96.78,112.78,112.78
2015,56.39,82.82,61.98,62.23,7.62,34.29,64,48,62.99,150.11,90.17,35.82,150.11
2016,36.07,70.87,49.78,82.04,93.22,100.07,97.54,30.73,202.44,139.2,16,60.2,202.44
2017,86.1,27.18,20.33,52.33,54.11,41.91,34.29,60.95,154.68,20.06,31.24,87.11,154.68
2018,23.37,30.48,24.9,36.57,62.74,69.34,69.85,63.25,108.97,101.85,43.7,47.25,108.97
2019,58.17,10.16,36.58,46.73,29.46,91.18,17.52,71.63,5.34,41.91,37.35,93.22,93.22
2020,NA,89.67,70.61,61.73,45.21,42.92,94.74,78.48,107.69,29.98,28.95,43.69,NA
2021,68.58,91.69,26.68,26.67,26.93,77.98,49.27,NA,NA,74.68,14.73,54.61,NA
2022,91.19,22.61,44.45,90.42,22.86,46.99,123.19,54.1,48.77,22.35,27.94,36.58,123.19
2023,85.85,59.44,40.39,63.25,151.14,113.53,85.59,171.44,108.45,72.14,27.43,61.72,171.44
2024,55.88,58.42,73.15,36.83,28.71,64.02,51.06,220.22,99.57,26.67,195.32,24.63,220.22
2025,40.13,30.99,58.67,105.67,148.33,67.56,71.88,42.16,13.97,29.72,NA,NA,NA
