year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1981,NA,-7.8,-2.8,5,5.6,12.8,18.3,16.1,7.8,3.3,-2.2,-10,NA
1982,-12.2,-1.1,-4.4,4.4,5.6,15.6,18.3,16.7,10,3.3,-2.2,-3.9,-12.2
1983,-7.2,-3.3,0,-2.2,8.3,11.1,17.8,13.9,7.2,2.2,-1.7,-12.2,-12.2
1984,-6.1,-6.7,-2.2,3.9,6.7,8.3,17.2,15.6,9.4,4.4,-3.9,-6.7,-6.7
1985,-17.8,-5.6,-2.8,0,5,12.8,16.1,15,5.6,3.3,0.6,-8.9,-17.8
1986,-11.7,-3.9,-3.9,0.6,3.9,16.1,19.4,13.3,16.1,2.8,-1.1,-2.2,-11.7
1987,-5.6,-4.4,-0.6,-1.7,7.2,16.7,16.7,18.3,11.1,0,-5.6,-5.6,-5.6
1988,-7.8,NA,-5,-1.1,6.1,7.2,13.3,18.3,12.2,-1.1,-2.2,-8.3,NA
1989,-3.3,-8.3,-1.1,-1.1,5.6,16.7,16.7,17.2,13.3,1.1,-3.9,NA,NA
1990,-5.6,-1.1,-1.7,0.6,NA,11.7,17.2,17.8,5,1.1,-1.7,-4.4,NA
1991,-5,-7.8,-2.8,3.9,9.4,4.4,20,15.6,7.8,2.2,-5.6,-7.2,-7.8
1992,-7.8,-5.6,-2.8,-1.1,5.6,11.7,18.3,17.2,11.7,1.7,-1.7,-2.2,NA
1993,-2.8,-6.7,-6.7,0,7.2,12.8,19.4,15,6.7,2.2,-1.7,-7.2,-7.2
1994,-8.3,-7.2,-1.7,0.6,7.2,17.8,NA,9.4,11.7,3.3,-3.3,-1.7,NA
1995,-5.6,-9.4,-1.7,3.3,6.1,12.2,19.4,18.9,12.2,3.3,-3.3,-7.8,-9.4
1996,-7.8,-13.3,-5,-1.7,4.4,9.4,16.7,15.6,8.3,-1.1,-5.6,-10.6,-13.3
1997,-8.3,-6.7,-2.8,-2.8,2.2,8.3,13.3,11.7,4.4,-0.6,-7.2,-9.4,-9.4
1998,-10,-2.8,-7.2,-7.8,9.4,8.3,16.1,13.9,7.2,-2.2,-0.6,-5,-10
1999,-10.6,-6.7,-5,1.7,5.6,12.8,15.6,11.7,3.9,-1.7,NA,-8.3,NA
2000,-8.3,-6.7,-1.1,0.6,7.2,11.7,16.1,NA,NA,-2.2,-7.8,-9.4,NA
2001,-11.1,-3.9,-5,-2.2,6.1,13.3,13.9,14.4,7.8,-5,NA,-8.3,NA
2002,-10.6,-11.1,-10.6,2.2,0.6,8.9,16.1,NA,14.4,3.3,-7.2,-7.2,NA
2003,-12.8,-6.1,-3.3,-4.4,4.4,8.3,7.8,15.6,NA,0.6,-3.9,-6.7,NA
2004,-7.2,-3.9,-2.8,-1.1,4.4,12.8,16.1,NA,8.3,2.8,-5.6,-12.2,NA
2005,-13.3,-7.2,NA,-3.9,NA,NA,15,13.3,8.9,NA,-9.4,NA,NA
2006,NA,-4.4,-1.1,2.8,5,11.1,13.9,18.3,NA,-1.7,-3.9,-9.4,NA
2007,-4.4,-7.2,-6.7,-4.4,6.7,14.4,13.3,18.3,10,NA,-5,-7.8,NA
2008,-11.1,-5,-3.9,-0.6,4.4,10,15,15.6,10.6,-3.3,-8.3,-7.8,-11.1
2009,-11.7,-11.7,-5.6,-2.8,6.1,14.4,13.9,13.9,13.9,-1.1,-4.4,-7.2,-11.7
2010,-12.8,-7.2,-7.2,0.6,10,17.2,16.7,12.8,13.9,3.3,-2.2,-8.9,-12.8
2011,-8.9,-3.3,-2.2,0.6,6.7,15.6,15.6,18.3,11.1,-1.7,-5,-5,-8.9
2012,-10,NA,-1.1,NA,4.4,10,17.8,14.4,9.4,2.2,NA,-6.7,NA
2013,NA,-7.2,NA,1.7,3.9,NA,18.3,15.6,7.8,NA,NA,-1.1,NA
2014,-12.8,-6.1,-6.7,1.1,3.9,10.6,14.4,11.7,10,0,NA,NA,NA
2015,NA,NA,-3.9,5.6,4.4,15.6,16.1,15.6,NA,NA,NA,NA,NA
2016,NA,-3.9,0,2.8,6.7,15,20,17.2,15.6,3.3,-2.2,-3.9,NA
2017,-5.6,-1.7,-5.6,3.3,7.8,13.9,16.1,17.2,13.9,-0.6,-0.6,-3.9,-5.6
2018,-10.6,-4.4,-3.3,2.8,6.1,17.8,17.8,18.9,17.8,NA,-2.8,-3.3,NA
2019,-3.9,-3.3,-3.3,1.1,8.9,13.3,17.2,17.2,13.9,7.8,-2.8,-3.3,-3.9
2020,-3.3,-4.4,-2.8,2.8,6.1,NA,20,20,NA,NA,0.6,-6.1,NA
2021,-3.3,-3.3,-2.2,-1.7,7.2,11.7,17.2,19.4,11.1,5.6,-3.3,-1.1,-3.3
2022,-7.2,-2.8,-5.6,0,7.8,15,21.1,17.2,9.4,0.6,-2.2,-10.6,-10.6
2023,-3.9,-1.1,-2.2,5,6.7,13.3,20.6,18.9,14.4,5.6,-3.3,-2.2,-3.9
2024,-6.7,-1.1,1.7,3.9,12.2,11.7,21.1,18.3,14.4,2.8,-2.2,-6.7,-6.7
2025,-8.3,-7.8,NA,5.6,8.9,15.6,21.1,NA,NA,NA,NA,NA,NA
