year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
1999,-12.22,-7.78,-5.56,0,5,11.67,15,10,3.33,-1.67,-6.11,-10,-12.22
2000,-11.11,-10,-3.33,-3.89,5,9.44,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA,NA,NA,14.44,16.11,6.11,-5,-4.44,NA
2003,-10.56,-3.33,-0.56,0,9.44,13.33,NA,19.44,7.78,5.56,-3.89,-6.67,NA
2004,-6.67,-3.89,-1.67,-0.56,6.67,17.22,18.33,13.89,12.22,5.56,-1.11,-6.67,-6.67
2005,-9.44,-3.89,-2.78,0.56,8.33,15.56,19.44,19.44,15.56,0.56,-1.11,-5,-9.44
2006,-3.89,-4.44,-1.67,3.89,6.67,12.78,14.44,12.22,7.78,-0.56,-0.56,-7.78,-7.78
2007,-5,-6.67,-3.89,-3.89,7.22,16.11,14.44,20,11.67,5.56,-3.89,-5,-6.67
2008,-8.33,-6.67,-2.78,1.67,8.89,17.22,16.11,17.22,12.78,-1.67,-6.11,-4.44,-8.33
2009,-8.89,-9.44,-4.44,-0.56,9.44,16.67,16.11,16.11,9.44,2.22,0.56,-3.33,-9.44
2010,-9.44,-5.56,-3.89,4.44,9.44,17.22,15,17.22,13.33,3.33,-1.67,-10,-10
2011,-8.33,-3.33,-1.11,2.78,6.11,18.33,18.33,17.78,12.22,0.56,-2.22,-2.78,-8.33
2012,-8.33,-7.78,1.11,1.67,11.67,13.89,18.89,16.11,10,5,-2.22,-3.89,-8.33
2013,-3.33,-5,-4.44,3.89,8.33,16.67,20,15.56,10.56,1.11,-5.56,-3.33,-5.56
2014,-11.67,-2.22,-3.33,3.33,6.67,13.33,18.89,15.56,12.78,3.89,-6.67,-2.78,-11.67
2015,-9.44,-10.56,-2.22,6.11,7.22,17.22,18.33,17.78,11.11,2.22,-1.67,-2.22,-10.56
2016,-6.67,-5,1.11,2.78,7.22,16.11,20.56,18.33,13.89,3.89,-1.67,-2.78,-6.67
2017,-6.11,-1.67,-5.56,2.78,7.78,15,16.67,15,13.33,-0.56,-2.22,-3.33,-6.11
2018,-10,-1.11,-2.78,1.11,6.67,16.67,17.22,16.67,18.33,3.33,-2.78,-2.78,-10
2019,-4.44,-2.78,-3.33,0.56,11.11,13.89,17.22,15.56,12.78,7.22,-2.78,-2.78,-4.44
2020,NA,-3.89,-2.78,3.89,6.11,15.56,20.56,18.89,10,7.78,-0.56,-7.22,NA
2021,-2.78,-4.44,-2.22,-1.11,7.22,12.22,15.56,NA,NA,4.44,-2.78,-0.56,NA
2022,-7.22,-2.78,-5,0,8.33,13.89,21.11,16.67,8.33,0,-2.22,-11.11,-11.11
2023,-3.33,-0.56,-3.33,4.44,6.67,13.33,18.89,17.78,13.33,5,-2.22,-4.44,-4.44
2024,-8.89,-2.78,-1.11,3.33,11.11,10.56,21.11,15,13.33,2.22,-2.78,-6.67,-8.89
2025,-8.89,-6.11,-3.89,4.44,10.56,13.89,21.11,16.11,13.33,4.44,NA,NA,NA
